KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA0,B,U2,EUR,4F,G_N_A,SV_C_YM,BETA0,2022-11-15,1.8719823984985833,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 0 - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 0 - Euro, provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA1,B,U2,EUR,4F,G_N_A,SV_C_YM,BETA1,2022-11-15,-1.3987246078749789,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 1 - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 1 - Euro, provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA2,B,U2,EUR,4F,G_N_A,SV_C_YM,BETA2,2022-11-15,2.468279112421227,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 2 - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 2 - Euro, provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA3,B,U2,EUR,4F,G_N_A,SV_C_YM,BETA3,2022-11-15,4.621169399125408,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 3 - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 3 - Euro, provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10M,2022-11-15,2.449142159823821,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y,2022-11-15,2.3774829412577776,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y10M,2022-11-15,2.3613635568566007,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y11M,2022-11-15,2.359438350502369,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y1M,2022-11-15,2.3761593638989327,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y2M,2022-11-15,2.374765704135143,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y3M,2022-11-15,2.3733043043658846,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y4M,2022-11-15,2.3717774534050666,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y5M,2022-11-15,2.370187387537196,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y6M,2022-11-15,2.3685362915558343,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y7M,2022-11-15,2.3668262997843885,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y8M,2022-11-15,2.3650594970793217,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_10Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_10Y9M,2022-11-15,2.3632379198158993,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11M,2022-11-15,2.3954224433990863,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y,2022-11-15,2.3574641974268653,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y10M,2022-11-15,2.3354170294102765,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y11M,2022-11-15,2.3330174793013443,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y1M,2022-11-15,2.355442949593936,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y2M,2022-11-15,2.353376415158486,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y3M,2022-11-15,2.351266359350982,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y4M,2022-11-15,2.349114505345805,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y5M,2022-11-15,2.346922535113686,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y6M,2022-11-15,2.3446920902584547,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y7M,2022-11-15,2.342424772838339,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y8M,2022-11-15,2.3401221461720536,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_11Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_11Y9M,2022-11-15,2.3377857356299234,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 11-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 11-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y,2022-11-15,2.330588501428922,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y10M,2022-11-15,2.304967672937242,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y11M,2022-11-15,2.3022989620116463,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y1M,2022-11-15,2.3281314769900097,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y2M,2022-11-15,2.325647752972685,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y3M,2022-11-15,2.3231386428624394,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y4M,2022-11-15,2.3206054273351966,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y5M,2022-11-15,2.318049354937268,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y6M,2022-11-15,2.3154716427524513,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y7M,2022-11-15,2.3128734770565016,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y8M,2022-11-15,2.3102560139592074,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_12Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_12Y9M,2022-11-15,2.307620380034274,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 12-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 12-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_13Y,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_13Y,2022-11-15,2.299615288883628,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 13-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 13-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_13Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_13Y10M,2022-11-15,2.2721661112144607,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 13-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 13-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_13Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_13Y11M,2022-11-15,2.269379236150806,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 13-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 13-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_13Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_13Y1M,2022-11-15,2.296917668045204,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 13-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 13-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_13Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_13Y2M,2022-11-15,2.294207087426398,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 13-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 13-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.IF_13Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,IF_13Y3M,2022-11-15,2.291484508956429,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 13-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 13-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
